system:time_start,mean_2m_air_temperature,total_precipitation
"Mar 15, 2008",283.957,0.002
"Mar 16, 2008",285.313,0.001
"Mar 17, 2008",287.294,0.002
"Mar 18, 2008",286.499,0.002
"Mar 19, 2008",285.115,0.004
"Mar 20, 2008",285.056,0.002
"Mar 21, 2008",284.59,0.002
"Mar 22, 2008",285.342,0.015
"Mar 23, 2008",282.841,0.016
"Mar 24, 2008",282.308,0.008
"Mar 25, 2008",283.16,0.003
"Mar 26, 2008",281.319,0.002
"Mar 27, 2008",283.74,0
"Mar 28, 2008",285.489,0.003
"Mar 29, 2008",287.368,0.008
"Mar 30, 2008",287.63,0.008
"Mar 31, 2008",284.186,0.032
"Apr 1, 2008",284.152,0.006
"Apr 2, 2008",286.33,0.008
"Apr 3, 2008",286.256,0.006
"Apr 4, 2008",287.341,0.006
"Apr 5, 2008",289.359,0.001
"Apr 6, 2008",289.598,0
"Apr 7, 2008",290.164,0
"Apr 8, 2008",289.342,0.001
"Apr 9, 2008",288.004,0.003
"Apr 10, 2008",289.228,0.002
"Apr 11, 2008",287.317,0.004
"Apr 12, 2008",288.24,0.007
"Apr 13, 2008",287.676,0.012
"Apr 14, 2008",288.57,0.001
"Apr 15, 2008",289.499,0.002
"Apr 16, 2008",288.851,0.005
"Apr 17, 2008",288.916,0.004
"Apr 18, 2008",288.321,0.002
"Apr 19, 2008",289.046,0.002
"Apr 20, 2008",288.508,0.013
"Apr 21, 2008",287.715,0.006
"Apr 22, 2008",289.438,0.007
"Apr 23, 2008",287.748,0.006
"Apr 24, 2008",284.799,0.005
"Apr 25, 2008",285.147,0.002
"Apr 26, 2008",286.861,0.001
"Apr 27, 2008",286.681,0.005
"Apr 28, 2008",285.771,0.01
"Apr 29, 2008",288.614,0.01
"Apr 30, 2008",289.26,0.008
"May 1, 2008",288.85,0.006
"May 2, 2008",288.64,0.003
"May 3, 2008",289.969,0.002
"May 4, 2008",289.623,0.003
"May 5, 2008",288.737,0.009
"May 6, 2008",287.969,0.005
"May 7, 2008",288.137,0.016
"May 8, 2008",289.657,0.006
"May 9, 2008",290.068,0.001
"May 10, 2008",288.05,0.007
"May 11, 2008",286.732,0.002
"May 12, 2008",288.167,0
"May 13, 2008",287.797,0.002
"May 14, 2008",287.34,0.001
"May 15, 2008",288.525,0
"May 16, 2008",289.461,0.002
"May 17, 2008",289.298,0.003
"May 18, 2008",289.627,0.003
"May 19, 2008",286.208,0.033
"May 20, 2008",287.874,0.006
"May 21, 2008",288.297,0.014
"May 22, 2008",289.565,0.011
"May 23, 2008",290.453,0.002
"May 24, 2008",290.171,0.002
"May 25, 2008",290.139,0.006
"May 26, 2008",289.073,0.013
"May 27, 2008",288.994,0.006
"May 28, 2008",290.998,0.002
"May 29, 2008",290.397,0.008
"May 30, 2008",290.554,0.007
"May 31, 2008",289.597,0.012
"Jun 1, 2008",288.328,0.01
"Jun 2, 2008",288.548,0.024
"Jun 3, 2008",287.27,0.035
"Jun 4, 2008",287.683,0.005
"Jun 5, 2008",288.951,0.029
"Jun 6, 2008",289.301,0.007
"Jun 7, 2008",289.425,0.014
"Jun 8, 2008",289.336,0.001
"Jun 9, 2008",290.108,0.002
"Jun 10, 2008",290.731,0
"Jun 11, 2008",291.042,0.001
"Jun 12, 2008",288.9,0.007
"Jun 13, 2008",289.659,0.004
"Jun 14, 2008",288.051,0.035
"Jun 15, 2008",289.221,0.016
"Jun 16, 2008",289.179,0.024
"Jun 17, 2008",290.141,0.014
"Jun 18, 2008",290.915,0.002
"Jun 19, 2008",291.559,0.001
"Jun 20, 2008",292.614,0.001
"Jun 21, 2008",292.733,0.001
"Jun 22, 2008",292.67,0.001
"Jun 23, 2008",293.93,0
"Jun 24, 2008",292.734,0.001
"Jun 25, 2008",291.552,0.003
"Jun 26, 2008",292.056,0.004
"Jun 27, 2008",290.543,0.002
"Jun 28, 2008",290.22,0.004
"Jun 29, 2008",291.134,0.016
"Jun 30, 2008",290.256,0.016
"Jul 1, 2008",291.815,0.003
"Jul 2, 2008",292.135,0.002
"Jul 3, 2008",292.783,0.001
"Jul 4, 2008",292.098,0.001
"Jul 5, 2008",292.288,0.001
"Jul 6, 2008",291.75,0.001
"Jul 7, 2008",290.762,0.01
"Jul 8, 2008",290.794,0.015
"Jul 9, 2008",289.737,0.011
"Jul 10, 2008",290.244,0.009
"Jul 11, 2008",290.332,0.012
"Jul 12, 2008",291.299,0.003
"Jul 13, 2008",292.207,0.002
"Jul 14, 2008",292.103,0.001
"Jul 15, 2008",292.056,0.001
"Jul 16, 2008",292.206,0.007
"Jul 17, 2008",291.214,0.11
"Jul 18, 2008",288.382,0.08
"Jul 19, 2008",289.928,0.005
"Jul 20, 2008",292.049,0.002
"Jul 21, 2008",292.129,0.001
"Jul 22, 2008",291.189,0.003
"Jul 23, 2008",292.027,0.005
"Jul 24, 2008",292.774,0.003
"Jul 25, 2008",292.27,0.006
"Jul 26, 2008",293.256,0.024
"Jul 27, 2008",291.615,0.156
"Jul 28, 2008",290.549,0.179
"Jul 29, 2008",290.249,0.018
"Jul 30, 2008",290.971,0.007
"Jul 31, 2008",291.589,0.002
"Aug 1, 2008",291.754,0.001
"Aug 2, 2008",292.014,0.003
"Aug 3, 2008",291.869,0.003
"Aug 4, 2008",292.325,0.001
"Aug 5, 2008",292.092,0.012
"Aug 6, 2008",291.395,0.021
"Aug 7, 2008",290.909,0.002
"Aug 8, 2008",291.044,0.013
"Aug 9, 2008",290.306,0.004
"Aug 10, 2008",290.268,0.002
"Aug 11, 2008",290.849,0.003
"Aug 12, 2008",291.749,0.002
"Aug 13, 2008",291.76,0.024
"Aug 14, 2008",291.218,0.013
"Aug 15, 2008",289.681,0.015
"Aug 16, 2008",291.2,0.017
"Aug 17, 2008",290.982,0.003
"Aug 18, 2008",292.379,0.001
"Aug 19, 2008",292.434,0.004
"Aug 20, 2008",293.225,0
"Aug 21, 2008",292.579,0.001
"Aug 22, 2008",290.795,0.018
"Aug 23, 2008",290.851,0.003
"Aug 24, 2008",291.063,0.001
"Aug 25, 2008",291.587,0.001
"Aug 26, 2008",290.925,0
"Aug 27, 2008",291.359,0.001
"Aug 28, 2008",291.582,0
"Aug 29, 2008",291.531,0.006
"Aug 30, 2008",291.71,0.002
"Aug 31, 2008",290.941,0
"Sep 1, 2008",290.211,0.002
"Sep 2, 2008",288.69,0.006
"Sep 3, 2008",289.226,0.009
"Sep 4, 2008",288.749,0.008
"Sep 5, 2008",289.081,0.041
"Sep 6, 2008",289.688,0.013
"Sep 7, 2008",290.639,0.003
"Sep 8, 2008",290.826,0.003
"Sep 9, 2008",290.728,0.001
"Sep 10, 2008",291.832,0.001
"Sep 11, 2008",290.709,0.009
"Sep 12, 2008",290.888,0.126
"Sep 13, 2008",290.577,0.295
"Sep 14, 2008",288.626,0.326
"Sep 15, 2008",289.489,0.04
"Sep 16, 2008",290.448,0.003
"Sep 17, 2008",291.02,0.003
"Sep 18, 2008",291.537,0.001
"Sep 19, 2008",291.302,0.002
"Sep 20, 2008",292.102,0.001
"Sep 21, 2008",292.523,0
"Sep 22, 2008",292.626,0.011
"Sep 23, 2008",292.422,0.003
"Sep 24, 2008",292.32,0.001
"Sep 25, 2008",291.717,0.007
"Sep 26, 2008",291.306,0.002
"Sep 27, 2008",290.609,0.058
"Sep 28, 2008",289.269,0.248
"Sep 29, 2008",287.131,0.053
"Sep 30, 2008",289.966,0.003
"Oct 1, 2008",290.869,0.002
"Oct 2, 2008",290.171,0.003
"Oct 3, 2008",290.18,0.003
"Oct 4, 2008",290.021,0.005
"Oct 5, 2008",290.457,0.006
"Oct 6, 2008",288.82,0.018
"Oct 7, 2008",288.189,0.01
"Oct 8, 2008",289.326,0.003
"Oct 9, 2008",289.59,0.001
"Oct 10, 2008",290.697,0
"Oct 11, 2008",290.412,0.002
"Oct 12, 2008",289.579,0.001
"Oct 13, 2008",290.011,0.001
"Oct 14, 2008",289.976,0.002
"Oct 15, 2008",291.129,0.002
"Oct 16, 2008",290.465,0.016
"Oct 17, 2008",289.85,0.01
"Oct 18, 2008",289.442,0.007
"Oct 19, 2008",289.623,0.001
"Oct 20, 2008",289.651,0.003
"Oct 21, 2008",289.673,0
"Oct 22, 2008",289.795,0
"Oct 23, 2008",291.083,0.001
"Oct 24, 2008",290.149,0.001
"Oct 25, 2008",290.717,0.001
"Oct 26, 2008",290.867,0.001
"Oct 27, 2008",290.426,0.003
"Oct 28, 2008",289.763,0.001
"Oct 29, 2008",290.873,0.001
"Oct 30, 2008",291.245,0.002
"Oct 31, 2008",290.825,0.003
"Nov 1, 2008",289.773,0.002
"Nov 2, 2008",289.82,0.002
"Nov 3, 2008",288.926,0.002
"Nov 4, 2008",289.225,0
"Nov 5, 2008",290.398,0
"Nov 6, 2008",289.9,0
"Nov 7, 2008",290.489,0.002
"Nov 8, 2008",287.183,0.031
"Nov 9, 2008",282.575,0.032
"Nov 10, 2008",282.201,0
"Nov 11, 2008",282.913,0
"Nov 12, 2008",284.497,0
"Nov 13, 2008",285.712,0
"Nov 14, 2008",286.74,0
"Nov 15, 2008",287.715,0.001
"Nov 16, 2008",286.607,0.005
"Nov 17, 2008",285.887,0.001
"Nov 18, 2008",283.946,0.001
"Nov 19, 2008",281.595,0.003
"Nov 20, 2008",281.871,0.001
"Nov 21, 2008",283.925,0.001
"Nov 22, 2008",286.603,0.001
"Nov 23, 2008",286.761,0.002
"Nov 24, 2008",286.061,0.003
"Nov 25, 2008",284.972,0.001
"Nov 26, 2008",285.336,0.005
"Nov 27, 2008",281.475,0.003
"Nov 28, 2008",280.599,0.001
"Nov 29, 2008",281.28,0.001
"Nov 30, 2008",281.485,0.001
"Dec 1, 2008",281.493,0.001
"Dec 2, 2008",283.202,0.001
"Dec 3, 2008",283.718,0
"Dec 4, 2008",283.834,0.001
"Dec 5, 2008",279.829,0.003
"Dec 6, 2008",276.414,0.001
"Dec 7, 2008",280.131,0
"Dec 8, 2008",281.173,0.001
"Dec 9, 2008",281.322,0.001
"Dec 10, 2008",283.473,0
"Dec 11, 2008",284.287,0
"Dec 12, 2008",284.624,0
"Dec 13, 2008",283.801,0.003
"Dec 14, 2008",280.182,0.004
"Dec 15, 2008",279.841,0.001
"Dec 16, 2008",280.508,0
"Dec 17, 2008",281.563,0
"Dec 18, 2008",282.493,0
"Dec 19, 2008",281.279,0
"Dec 20, 2008",282.334,0
"Dec 21, 2008",283.886,0.001
"Dec 22, 2008",280.452,0.001
"Dec 23, 2008",281.541,0.002
"Dec 24, 2008",283.287,0
"Dec 25, 2008",283.881,0.002
"Dec 26, 2008",282.473,0.001
"Dec 27, 2008",284.159,0
"Dec 28, 2008",284.561,0.004
"Dec 29, 2008",284.166,0.012
"Dec 30, 2008",281.318,0.017
"Dec 31, 2008",279.096,0.006
"Jan 1, 2009",277.959,0.002
"Jan 2, 2009",278.064,0.001
"Jan 3, 2009",280.116,0
"Jan 4, 2009",279.86,0.002
"Jan 5, 2009",282.557,0.003
"Jan 6, 2009",281.99,0.002
"Jan 7, 2009",282.327,0.001
"Jan 8, 2009",281.299,0.001
"Jan 9, 2009",276.568,0.002
"Jan 10, 2009",275.585,0.001
"Jan 11, 2009",276.689,0.001
"Jan 12, 2009",276.065,0.003
"Jan 13, 2009",273.98,0.003
"Jan 14, 2009",276.698,0.001
"Jan 15, 2009",276.657,0.001
"Jan 16, 2009",279.642,0.001
"Jan 17, 2009",280.249,0
"Jan 18, 2009",283.177,0
"Jan 19, 2009",282.974,0.001
"Jan 20, 2009",283.545,0.001
"Jan 21, 2009",283.702,0.001
"Jan 22, 2009",282.46,0
"Jan 23, 2009",279.089,0.003
"Jan 24, 2009",275.896,0.008
"Jan 25, 2009",278.125,0.002
"Jan 26, 2009",279.492,0.002
"Jan 27, 2009",280.997,0.001
"Jan 28, 2009",283.113,0.001
"Jan 29, 2009",282.851,0.001
"Jan 30, 2009",281.061,0.001
"Jan 31, 2009",283.547,0.001
"Feb 1, 2009",282.762,0
"Feb 2, 2009",282.419,0.001
"Feb 3, 2009",283.376,0.001
"Feb 4, 2009",284.197,0.001
"Feb 5, 2009",283.286,0.001
"Feb 6, 2009",283.712,0.002
"Feb 7, 2009",284.256,0.001
"Feb 8, 2009",284.129,0.001
"Feb 9, 2009",284.214,0.001
"Feb 10, 2009",282.21,0.001
"Feb 11, 2009",284.409,0
"Feb 12, 2009",285.206,0
"Feb 13, 2009",287.293,0
"Feb 14, 2009",286.922,0.002
"Feb 15, 2009",287.363,0.002
"Feb 16, 2009",286.358,0.002
"Feb 17, 2009",285.014,0.001
"Feb 18, 2009",286.868,0.002
"Feb 19, 2009",288.277,0.004
"Feb 20, 2009",286.209,0.003
"Feb 21, 2009",285.756,0
"Feb 22, 2009",288.612,0
"Feb 23, 2009",289.834,0
"Feb 24, 2009",290.548,0
"Feb 25, 2009",290.118,0.001
"Feb 26, 2009",288.107,0.001
"Feb 27, 2009",287.889,0.002
"Feb 28, 2009",287.216,0.002
"Mar 1, 2009",285.783,0.001
"Mar 2, 2009",284.898,0.001
"Mar 3, 2009",285.152,0.002
"Mar 4, 2009",286.205,0.001
"Mar 5, 2009",287.335,0.005
"Mar 6, 2009",283.548,0.066
"Mar 7, 2009",282.858,0.017
"Mar 8, 2009",285.014,0.012
"Mar 9, 2009",283.196,0.01
"Mar 10, 2009",284.335,0.002
"Mar 11, 2009",283.875,0.002
"Mar 12, 2009",286.129,0
"Mar 13, 2009",286.108,0.004
"Mar 14, 2009",281.008,0.004
"Mar 15, 2009",283.824,0
"Mar 16, 2009",285.53,0
"Mar 17, 2009",286.14,0
"Mar 18, 2009",289.066,0
"Mar 19, 2009",290.4,0
"Mar 20, 2009",290.45,0.005
"Mar 21, 2009",289.516,0
"Mar 22, 2009",288.33,0.002
"Mar 23, 2009",286.87,0.014
"Mar 24, 2009",285.013,0.019
"Mar 25, 2009",285.359,0.001
"Mar 26, 2009",286.019,0.002
"Mar 27, 2009",287.211,0.002
"Mar 28, 2009",286.737,0.012
"Mar 29, 2009",284.5,0.012
"Mar 30, 2009",283.935,0.003
"Mar 31, 2009",284.798,0.003
"Apr 1, 2009",283.157,0.005
"Apr 2, 2009",283.898,0.001
"Apr 3, 2009",285.882,0.002
"Apr 4, 2009",287.645,0.005
"Apr 5, 2009",286.082,0.014
"Apr 6, 2009",284.124,0.008
"Apr 7, 2009",284.319,0.017
"Apr 8, 2009",285.017,0.003
"Apr 9, 2009",285.078,0.003
"Apr 10, 2009",285.327,0.004
"Apr 11, 2009",287.584,0.003
"Apr 12, 2009",288.752,0.003
"Apr 13, 2009",287.363,0.005
"Apr 14, 2009",287.212,0.005
"Apr 15, 2009",286.86,0.005
"Apr 16, 2009",284.969,0.022
"Apr 17, 2009",286.082,0.013
"Apr 18, 2009",287.648,0.001
"Apr 19, 2009",289.095,0.008
"Apr 20, 2009",289.009,0.006
"Apr 21, 2009",288.434,0.059
"Apr 22, 2009",286.576,0.014
"Apr 23, 2009",288.029,0.003
"Apr 24, 2009",289.235,0.001
"Apr 25, 2009",288.187,0.019
"Apr 26, 2009",284.159,0.018
"Apr 27, 2009",283.183,0.005
"Apr 28, 2009",284.111,0.004
"Apr 29, 2009",285.07,0.002
"Apr 30, 2009",286.321,0.001
"May 1, 2009",287.035,0
"May 2, 2009",288.2,0.002
"May 3, 2009",286.587,0.006
"May 4, 2009",286.204,0.006
"May 5, 2009",287.187,0.002
"May 6, 2009",286.175,0.001
"May 7, 2009",286.378,0
"May 8, 2009",286.631,0
"May 9, 2009",287.305,0
"May 10, 2009",289.402,0
"May 11, 2009",289.39,0.001
"May 12, 2009",289.558,0.001
"May 13, 2009",289.954,0.001
"May 14, 2009",290.15,0.003
"May 15, 2009",291.311,0.001
"May 16, 2009",291.962,0
"May 17, 2009",290.241,0.003
"May 18, 2009",289.546,0.002
"May 19, 2009",288.817,0.002
"May 20, 2009",290.44,0.003
"May 21, 2009",290.734,0.001
"May 22, 2009",290.974,0.001
"May 23, 2009",290.589,0.005
"May 24, 2009",289.332,0.017
"May 25, 2009",289.328,0.005
"May 26, 2009",289.035,0.013
"May 27, 2009",287.71,0.011
"May 28, 2009",286.642,0.006
"May 29, 2009",287.583,0
"May 30, 2009",287.845,0
"May 31, 2009",289.257,0.001
"Jun 1, 2009",288.53,0.005
"Jun 2, 2009",289.948,0.001
"Jun 3, 2009",290.501,0.003
"Jun 4, 2009",289.131,0.01
"Jun 5, 2009",289.353,0.002
"Jun 6, 2009",290.17,0.001
"Jun 7, 2009",289.986,0.001
"Jun 8, 2009",290.505,0.001
"Jun 9, 2009",291.925,0.001
"Jun 10, 2009",292.333,0.003
"Jun 11, 2009",290.322,0.006
"Jun 12, 2009",290.416,0.005
"Jun 13, 2009",289.899,0.007
"Jun 14, 2009",289.082,0.006
"Jun 15, 2009",290.529,0.008
"Jun 16, 2009",290.884,0.01
"Jun 17, 2009",292.589,0.008
"Jun 18, 2009",291.883,0.022
"Jun 19, 2009",291.366,0.012
"Jun 20, 2009",292.175,0.022
"Jun 21, 2009",291.196,0.018
"Jun 22, 2009",290.65,0.018
"Jun 23, 2009",291.457,0.003
"Jun 24, 2009",291.19,0.002
"Jun 25, 2009",291.234,0.002
"Jun 26, 2009",291.311,0.008
"Jun 27, 2009",290.842,0.013
"Jun 28, 2009",291.39,0.001
"Jun 29, 2009",292.173,0.001
"Jun 30, 2009",292.152,0.001
"Jul 1, 2009",291.959,0
"Jul 2, 2009",290.429,0
"Jul 3, 2009",288.568,0.006
"Jul 4, 2009",290.512,0.006
"Jul 5, 2009",290.806,0.01
"Jul 6, 2009",290.055,0.021
"Jul 7, 2009",291.5,0.003
"Jul 8, 2009",291.899,0.001
"Jul 9, 2009",292.946,0.001
"Jul 10, 2009",293.752,0.001
"Jul 11, 2009",292.82,0.001
"Jul 12, 2009",293.405,0.003
"Jul 13, 2009",291.656,0.065
"Jul 14, 2009",291.692,0.006
"Jul 15, 2009",292.711,0.001
"Jul 16, 2009",293.54,0
"Jul 17, 2009",293.763,0.012
"Jul 18, 2009",292.407,0.002
"Jul 19, 2009",292.821,0.002
"Jul 20, 2009",292.75,0.002
"Jul 21, 2009",292.869,0.003
"Jul 22, 2009",292.536,0.002
"Jul 23, 2009",292.424,0.002
"Jul 24, 2009",291.142,0.004
"Jul 25, 2009",290.239,0.006
"Jul 26, 2009",290.91,0.005
"Jul 27, 2009",291.706,0.003
"Jul 28, 2009",291.704,0.003
"Jul 29, 2009",292.866,0.001
"Jul 30, 2009",293.234,0
"Jul 31, 2009",293.995,0
"Aug 1, 2009",294.374,0
"Aug 2, 2009",294.876,0.001
"Aug 3, 2009",292.727,0.008
"Aug 4, 2009",291.469,0.008
"Aug 5, 2009",291.489,0.012
"Aug 6, 2009",292.069,0.128
"Aug 7, 2009",291.844,0.108
"Aug 8, 2009",291.785,0.189
"Aug 9, 2009",290.282,0.108
"Aug 10, 2009",291.455,0.024
"Aug 11, 2009",292.142,0.01
"Aug 12, 2009",290.692,0.01
"Aug 13, 2009",291.321,0.013
"Aug 14, 2009",292.532,0.012
"Aug 15, 2009",291.486,0.016
"Aug 16, 2009",291.34,0.016
"Aug 17, 2009",291.605,0.004
"Aug 18, 2009",290.961,0.004
"Aug 19, 2009",291.908,0.002
"Aug 20, 2009",291.331,0.001
"Aug 21, 2009",291.536,0.002
"Aug 22, 2009",291.877,0.005
"Aug 23, 2009",293.239,0.013
"Aug 24, 2009",293.185,0
"Aug 25, 2009",292.973,0.001
"Aug 26, 2009",292.118,0.006
"Aug 27, 2009",292.011,0.003
"Aug 28, 2009",292.336,0.002
"Aug 29, 2009",293.016,0.001
"Aug 30, 2009",292.794,0.001
"Aug 31, 2009",292.566,0
"Sep 1, 2009",292.367,0.001
"Sep 2, 2009",292.726,0.001
"Sep 3, 2009",292.099,0.002
"Sep 4, 2009",291.148,0.006
"Sep 5, 2009",292.307,0
"Sep 6, 2009",291.591,0.001
"Sep 7, 2009",291.856,0.001
"Sep 8, 2009",292.443,0.001
"Sep 9, 2009",291.863,0.001
"Sep 10, 2009",292.201,0.001
"Sep 11, 2009",292.82,0.001
"Sep 12, 2009",293.434,0.003
"Sep 13, 2009",293.339,0
"Sep 14, 2009",292.512,0.003
"Sep 15, 2009",291.807,0.007
"Sep 16, 2009",291.934,0.008
"Sep 17, 2009",292.022,0.003
"Sep 18, 2009",292.067,0.007
"Sep 19, 2009",291.814,0.008
"Sep 20, 2009",291.447,0
"Sep 21, 2009",292.401,0
"Sep 22, 2009",292.056,0.001
"Sep 23, 2009",292.441,0.002
"Sep 24, 2009",291.331,0.002
"Sep 25, 2009",291.389,0
"Sep 26, 2009",292.936,0.004
"Sep 27, 2009",290.186,0.015
"Sep 28, 2009",290.792,0.067
"Sep 29, 2009",290.853,0.056
"Sep 30, 2009",290.16,0.01
"Oct 1, 2009",290.981,0.012
"Oct 2, 2009",291.52,0.022
"Oct 3, 2009",291.206,0.001
"Oct 4, 2009",291.693,0.002
"Oct 5, 2009",289.731,0.029
"Oct 6, 2009",288.634,0.01
"Oct 7, 2009",289.092,0.002
"Oct 8, 2009",288.495,0.005
"Oct 9, 2009",289.245,0.007
"Oct 10, 2009",289.29,0.033
"Oct 11, 2009",289.298,0.01
"Oct 12, 2009",290.243,0.003
"Oct 13, 2009",289.885,0.009
"Oct 14, 2009",289.643,0.006
"Oct 15, 2009",289.608,0.005
"Oct 16, 2009",288.935,0.003
"Oct 17, 2009",289.304,0.003
"Oct 18, 2009",289.251,0
"Oct 19, 2009",289.294,0.001
"Oct 20, 2009",288.066,0.001
"Oct 21, 2009",288.819,0
"Oct 22, 2009",289.252,0.001
"Oct 23, 2009",288.454,0.006
"Oct 24, 2009",287.21,0.009
"Oct 25, 2009",287.699,0.01
"Oct 26, 2009",286.613,0.002
"Oct 27, 2009",287.089,0
"Oct 28, 2009",287.597,0
"Oct 29, 2009",287.963,0
"Oct 30, 2009",287.859,0
"Oct 31, 2009",290.658,0.001
"Nov 1, 2009",287.88,0.002
"Nov 2, 2009",281.928,0
"Nov 3, 2009",282.541,0
"Nov 4, 2009",286.656,0
"Nov 5, 2009",288.404,0
"Nov 6, 2009",289.449,0.009
"Nov 7, 2009",289.31,0.005
"Nov 8, 2009",289.389,0.001
"Nov 9, 2009",289.022,0.001
"Nov 10, 2009",287.31,0.001
"Nov 11, 2009",287.147,0.003
"Nov 12, 2009",286.735,0.01
"Nov 13, 2009",285.558,0.031
"Nov 14, 2009",284.706,0.002
"Nov 15, 2009",284.568,0.001
"Nov 16, 2009",286.692,0
"Nov 17, 2009",282.717,0.012
"Nov 18, 2009",282.89,0.004
"Nov 19, 2009",285.373,0.002
"Nov 20, 2009",285.441,0.002
"Nov 21, 2009",284.518,0.001
"Nov 22, 2009",285.361,0.002
"Nov 23, 2009",285.789,0.001
"Nov 24, 2009",286.267,0.001
"Nov 25, 2009",286.187,0
"Nov 26, 2009",286.102,0
"Nov 27, 2009",286.102,0.001
"Nov 28, 2009",284.987,0
"Nov 29, 2009",285.063,0.001
"Nov 30, 2009",283.594,0.001
"Dec 1, 2009",282.021,0.001
"Dec 2, 2009",282.815,0.001
"Dec 3, 2009",280.58,0.001
"Dec 4, 2009",280.043,0.001
"Dec 5, 2009",281.67,0.001
"Dec 6, 2009",281.867,0.001
"Dec 7, 2009",281.626,0.001
"Dec 8, 2009",284.077,0.001
"Dec 9, 2009",284.702,0
"Dec 10, 2009",284.507,0
"Dec 11, 2009",286.083,0
"Dec 12, 2009",284.953,0.001
"Dec 13, 2009",284.913,0.001
"Dec 14, 2009",284.135,0
"Dec 15, 2009",282.946,0.001
"Dec 16, 2009",281.133,0.026
"Dec 17, 2009",279.9,0.011
"Dec 18, 2009",277.43,0.009
"Dec 19, 2009",276.905,0.008
"Dec 20, 2009",276.503,0.008
"Dec 21, 2009",277.409,0.003
"Dec 22, 2009",280.022,0
"Dec 23, 2009",281.316,0
"Dec 24, 2009",283.43,0.003
"Dec 25, 2009",283.735,0.005
"Dec 26, 2009",281.481,0.004
"Dec 27, 2009",281.073,0.02
"Dec 28, 2009",279.017,0.014
"Dec 29, 2009",281.067,0.005
"Dec 30, 2009",281.834,0.009
"Dec 31, 2009",279.551,0.009
"Jan 1, 2010",281.004,0.001
"Jan 2, 2010",282.483,0.017
"Jan 3, 2010",280.014,0.006
"Jan 4, 2010",281.55,0.001
"Jan 5, 2010",280.684,0.003
"Jan 6, 2010",280.312,0.015
"Jan 7, 2010",279.299,0.023
"Jan 8, 2010",278.404,0.013
"Jan 9, 2010",280.429,0.002
"Jan 10, 2010",280.616,0
"Jan 11, 2010",281.801,0.01
"Jan 12, 2010",274.921,0.008
"Jan 13, 2010",275.001,0.001
"Jan 14, 2010",277.57,0
"Jan 15, 2010",279.804,0
"Jan 16, 2010",280.063,0.001
"Jan 17, 2010",281.205,0.001
"Jan 18, 2010",282.617,0
"Jan 19, 2010",284.909,0
"Jan 20, 2010",286.665,0
