system:time_start,mean_2m_air_temperature,total_precipitation
"Apr 1, 1995",289.585,0.159
"May 1, 1995",290.39,0.254
"Jun 1, 1995",293.223,0.353
"Jul 1, 1995",293.041,0.535
"Aug 1, 1995",292.572,0.429
"Sep 1, 1995",291.875,0.312
"Oct 1, 1995",290.444,0.195
"Nov 1, 1995",285.465,0.069
"Dec 1, 1995",281.737,0.035
"Jan 1, 1996",282.076,0.025
"Feb 1, 1996",281.452,0.067
"Mar 1, 1996",286.776,0.083
"Apr 1, 1996",285.937,0.233
"May 1, 1996",290.155,0.433
"Jun 1, 1996",293.17,0.225
"Jul 1, 1996",293.31,0.746
"Aug 1, 1996",292.561,0.41
"Sep 1, 1996",292.212,0.254
"Oct 1, 1996",290.049,0.18
"Nov 1, 1996",287.878,0.163
"Dec 1, 1996",282.497,0.031
"Jan 1, 1997",281.237,0.071
"Feb 1, 1997",282.816,0.198
"Mar 1, 1997",286.292,0.159
"Apr 1, 1997",288.422,0.208
"May 1, 1997",290.848,0.252
"Jun 1, 1997",291.484,0.561
"Jul 1, 1997",292.339,0.425
"Aug 1, 1997",292.916,0.865
"Sep 1, 1997",290.71,0.216
"Oct 1, 1997",289.437,0.125
"Nov 1, 1997",287.107,0.027
"Dec 1, 1997",284.424,0.069
"Jan 1, 1998",283.094,0.153
"Feb 1, 1998",284.051,0.265
"Mar 1, 1998",287.404,0.208
"Apr 1, 1998",289.738,0.328
"May 1, 1998",291.234,0.39
"Jun 1, 1998",292.657,0.427
"Jul 1, 1998",293.71,0.234
"Aug 1, 1998",293.331,0.51
"Sep 1, 1998",291.78,0.24
"Oct 1, 1998",290.56,0.705
"Nov 1, 1998",288.232,0.124
"Dec 1, 1998",285.211,0.124
"Jan 1, 1999",283.518,0.04
"Feb 1, 1999",282.705,0.034
"Mar 1, 1999",287.414,0.135
"Apr 1, 1999",289.417,0.108
"May 1, 1999",289.596,0.457
"Jun 1, 1999",292.803,0.314
"Jul 1, 1999",292.967,0.413
"Aug 1, 1999",292.375,0.434
"Sep 1, 1999",292.077,0.295
"Oct 1, 1999",290.206,0.169
"Nov 1, 1999",286.471,0.039
"Dec 1, 1999",282.496,0.128
"Jan 1, 2000",282.462,0.055
"Feb 1, 2000",282.849,0.231
"Mar 1, 2000",286.091,0.09
"Apr 1, 2000",288.77,0.377
"May 1, 2000",290.853,0.244
"Jun 1, 2000",292.503,0.452
"Jul 1, 2000",293.379,0.392
"Aug 1, 2000",292.384,0.645
"Sep 1, 2000",291.396,0.264
"Oct 1, 2000",290.769,0.428
"Nov 1, 2000",288.181,0.219
"Dec 1, 2000",285.298,0.112
"Jan 1, 2001",283.287,0.189
"Feb 1, 2001",284.528,0.035
"Mar 1, 2001",286.013,0.161
"Apr 1, 2001",288.7,0.273
"May 1, 2001",291.404,0.397
"Jun 1, 2001",292.649,0.355
"Jul 1, 2001",293.305,0.504
"Aug 1, 2001",293.553,0.267
"Sep 1, 2001",291.6,0.805
"Oct 1, 2001",290.086,0.13
"Nov 1, 2001",285.206,0.052
"Dec 1, 2001",283.981,0.036
"Jan 1, 2002",282.196,0.084
"Feb 1, 2002",283.648,0.029
"Mar 1, 2002",287.395,0.097
"Apr 1, 2002",290.505,0.068
"May 1, 2002",291.652,0.186
"Jun 1, 2002",293.231,0.207
"Jul 1, 2002",293.66,0.589
"Aug 1, 2002",293.474,0.33
"Sep 1, 2002",291.617,0.318
"Oct 1, 2002",289.802,0.183
"Nov 1, 2002",285.974,0.062
"Dec 1, 2002",284.122,0.115
"Jan 1, 2003",281.308,0.054
"Feb 1, 2003",284.49,0.025
"Mar 1, 2003",285.455,0.1
"Apr 1, 2003",290.162,0.19
"May 1, 2003",291.549,0.217
"Jun 1, 2003",292.608,0.326
"Jul 1, 2003",294.035,0.285
"Aug 1, 2003",293.532,0.334
"Sep 1, 2003",292.653,0.198
"Oct 1, 2003",288.846,0.102
"Nov 1, 2003",288.117,0.104
"Dec 1, 2003",282.634,0.013
"Jan 1, 2004",281.176,0.077
"Feb 1, 2004",283.481,0.126
"Mar 1, 2004",285.409,0.17
"Apr 1, 2004",289.043,0.168
"May 1, 2004",291.775,0.431
"Jun 1, 2004",292.898,0.169
"Jul 1, 2004",293.222,0.814
"Aug 1, 2004",293.333,0.992
"Sep 1, 2004",291.856,0.366
"Oct 1, 2004",287.615,0.217
"Nov 1, 2004",287.5,0.037
"Dec 1, 2004",284.165,0.167
"Jan 1, 2005",281.651,0.042
"Feb 1, 2005",283.856,0.199
"Mar 1, 2005",284.086,0.257
"Apr 1, 2005",289.037,0.223
"May 1, 2005",291.97,0.362
"Jun 1, 2005",292.931,0.448
"Jul 1, 2005",293.967,0.665
"Aug 1, 2005",293.392,0.972
"Sep 1, 2005",293.383,0.255
"Oct 1, 2005",290.121,0.265
"Nov 1, 2005",288.259,0.06
"Dec 1, 2005",282.296,0.056
"Jan 1, 2006",284.025,0.052
"Feb 1, 2006",284.819,0.074
"Mar 1, 2006",285.53,0.204
"Apr 1, 2006",289.786,0.307
"May 1, 2006",291.356,0.436
"Jun 1, 2006",292.523,0.718
"Jul 1, 2006",294.181,0.63
"Aug 1, 2006",293.72,0.232
"Sep 1, 2006",292.075,0.364
"Oct 1, 2006",290.984,0.017
"Nov 1, 2006",288.085,0.168
"Dec 1, 2006",284.007,0.124
"Jan 1, 2007",282.974,0.101
"Feb 1, 2007",284.527,0.064
"Mar 1, 2007",286.805,0.146
"Apr 1, 2007",287.912,0.242
"May 1, 2007",291.574,0.224
"Jun 1, 2007",292.693,0.576
"Jul 1, 2007",294.384,0.228
"Aug 1, 2007",292.95,0.723
"Sep 1, 2007",292.746,0.522
"Oct 1, 2007",290.496,0.585
"Nov 1, 2007",286.575,0.239
"Dec 1, 2007",285.018,0.042
"Jan 1, 2008",284.252,0.08
"Feb 1, 2008",280.666,0.107
"Mar 1, 2008",285.334,0.117
"Apr 1, 2008",289.744,0.15
"May 1, 2008",290.982,0.247
"Jun 1, 2008",292.541,0.399
"Jul 1, 2008",293.626,0.696
"Aug 1, 2008",293.568,0.214
"Sep 1, 2008",292.656,1.323
"Oct 1, 2008",291.958,0.127
"Nov 1, 2008",286.802,0.153
"Dec 1, 2008",283.317,0.049
"Jan 1, 2009",280.848,0.037
"Feb 1, 2009",287.504,0.032
"Mar 1, 2009",286.766,0.185
"Apr 1, 2009",287.908,0.248
"May 1, 2009",290.737,0.141
"Jun 1, 2009",292.935,0.306
"Jul 1, 2009",294.175,0.26
"Aug 1, 2009",294.115,0.759
"Sep 1, 2009",294.217,0.202
"Oct 1, 2009",290.544,0.219
"Nov 1, 2009",287.18,0.092
"Dec 1, 2009",282.703,0.092
"Jan 1, 2010",283.119,0.088
"Feb 1, 2010",284.647,0.167
"Mar 1, 2010",286.902,0.048
"Apr 1, 2010",288.317,0.206
"May 1, 2010",291.623,0.262
"Jun 1, 2010",292.314,0.322
"Jul 1, 2010",293.991,0.438
"Aug 1, 2010",293.909,0.277
"Sep 1, 2010",292.948,0.431
"Oct 1, 2010",289.931,0.376
"Nov 1, 2010",286.712,0.099
"Dec 1, 2010",282.939,0.068
"Jan 1, 2011",279.85,0.073
"Feb 1, 2011",282.982,0.053
"Mar 1, 2011",283.737,0.107
"Apr 1, 2011",288.107,0.075
"May 1, 2011",291.21,0.472
"Jun 1, 2011",293.549,0.382
"Jul 1, 2011",293.695,0.466
"Aug 1, 2011",293.496,0.396
"Sep 1, 2011",292.5,0.154
"Oct 1, 2011",290.208,0.346
"Nov 1, 2011",288.863,0.323
"Dec 1, 2011",283.104,0.112
"Jan 1, 2012",282.577,0.093
"Feb 1, 2012",283.873,0.168
"Mar 1, 2012",286.582,0.062
"Apr 1, 2012",289.762,0.32
"May 1, 2012",291.873,0.365
"Jun 1, 2012",293.244,0.643
"Jul 1, 2012",294.257,0.301
"Aug 1, 2012",293.385,0.833
"Sep 1, 2012",291.842,0.243
"Oct 1, 2012",289.317,0.04
"Nov 1, 2012",287.506,0.175
"Dec 1, 2012",283.815,0.182
"Jan 1, 2013",282.688,0.044
"Feb 1, 2013",286.63,0.03
"Mar 1, 2013",287.547,0.094
"Apr 1, 2013",288.231,0.419
"May 1, 2013",291.581,0.414
"Jun 1, 2013",293.627,0.325
"Jul 1, 2013",292.924,0.859
"Aug 1, 2013",293.407,0.837
"Sep 1, 2013",292.884,0.222
"Oct 1, 2013",289.257,0.167
"Nov 1, 2013",286.988,0.11
"Dec 1, 2013",282.18,0.133
"Jan 1, 2014",281.578,0.021
"Feb 1, 2014",282.781,0.138
"Mar 1, 2014",286.099,0.119
"Apr 1, 2014",289.35,0.159
"May 1, 2014",291.022,0.43
"Jun 1, 2014",293.43,0.304
"Jul 1, 2014",294.761,0.446
"Aug 1, 2014",293.602,0.341
"Sep 1, 2014",293.536,0.229
"Oct 1, 2014",289.637,0.065
"Nov 1, 2014",287.393,0.082
"Dec 1, 2014",282.077,0.116
"Jan 1, 2015",282.498,0.026
"Feb 1, 2015",283.152,0.051
"Mar 1, 2015",286.504,0.177
"Apr 1, 2015",289.072,0.182
"May 1, 2015",291.621,0.416
"Jun 1, 2015",294.05,0.182
"Jul 1, 2015",293.492,0.431
"Aug 1, 2015",292.659,0.723
"Sep 1, 2015",292.005,0.419
"Oct 1, 2015",290.574,0.11
"Nov 1, 2015",288.921,0.109
"Dec 1, 2015",284.98,0.076
"Jan 1, 2016",282.356,0.256
"Feb 1, 2016",281.662,0.071
"Mar 1, 2016",284.166,0.295
"Apr 1, 2016",290.031,0.242
"May 1, 2016",291.98,0.252
"Jun 1, 2016",293.297,0.336
"Jul 1, 2016",293.967,0.428
"Aug 1, 2016",293.387,0.311
"Sep 1, 2016",292.431,0.771
"Oct 1, 2016",292.367,0.356
"Nov 1, 2016",288.072,0.157
"Dec 1, 2016",285.48,0.047
"Jan 1, 2017",284.439,0.04
"Feb 1, 2017",283.178,0.061
"Mar 1, 2017",285.552,0.168
"Apr 1, 2017",288.481,0.269
"May 1, 2017",291.154,0.301
"Jun 1, 2017",292.909,0.466
"Jul 1, 2017",293.57,0.554
"Aug 1, 2017",294.52,0.197
"Sep 1, 2017",293.348,0.329
"Oct 1, 2017",290.443,0.188
"Nov 1, 2017",288.211,0.18
"Dec 1, 2017",283.416,0.054
"Jan 1, 2018",283.099,0.239
"Feb 1, 2018",281.87,0.118
"Mar 1, 2018",285.739,0.099
"Apr 1, 2018",289.082,0.152
"May 1, 2018",292.967,0.119
"Jun 1, 2018",293.032,0.434
"Jul 1, 2018",293.613,0.29
"Aug 1, 2018",292.892,0.606
"Sep 1, 2018",292.62,0.356
"Oct 1, 2018",288.752,0.159
"Nov 1, 2018",288.156,0.068
"Dec 1, 2018",285.811,0.046
"Jan 1, 2019",284.642,0.044
"Feb 1, 2019",286.542,0.056
"Mar 1, 2019",286.521,0.288
"Apr 1, 2019",290.112,0.233
"May 1, 2019",290.783,0.354
"Jun 1, 2019",293.198,0.357
"Jul 1, 2019",294.302,0.34
"Aug 1, 2019",294.048,0.612
"Sep 1, 2019",292.267,0.366
"Oct 1, 2019",290.226,0.1
"Nov 1, 2019",287.405,0.04
"Dec 1, 2019",284.754,0.147
"Jan 1, 2020",283.849,0.035
"Feb 1, 2020",284.761,0.036
"Mar 1, 2020",287.445,0.149
"Apr 1, 2020",287.21,0.167
"May 1, 2020",292.199,0.4
"Jun 1, 2020",294.211,0.169
