system:time_start,mean_2m_air_temperature,total_precipitation
"Jan 1, 1986",279.094,0.09
"Feb 1, 1986",279.206,0.283
"Mar 1, 1986",282.634,0.28
"Apr 1, 1986",287.61,0.092
"May 1, 1986",288.789,0.454
"Jun 1, 1986",290.387,0.405
"Jul 1, 1986",291.293,0.188
"Aug 1, 1986",291.504,0.41
"Sep 1, 1986",289.919,0.468
"Oct 1, 1986",287.593,0.091
"Nov 1, 1986",285.558,0.209
"Dec 1, 1986",282.762,0.08
"Jan 1, 1987",280.961,0.103
"Feb 1, 1987",282.024,0.118
"Mar 1, 1987",285.081,0.218
"Apr 1, 1987",287.137,0.17
"May 1, 1987",288.439,0.24
"Jun 1, 1987",290.388,0.363
"Jul 1, 1987",291.438,0.412
"Aug 1, 1987",291.369,0.212
"Sep 1, 1987",289.431,0.366
"Oct 1, 1987",288.796,0.204
"Nov 1, 1987",286.49,0.148
"Dec 1, 1987",281.613,0.103
"Jan 1, 1988",282.713,0.102
"Feb 1, 1988",282.991,0.118
"Mar 1, 1988",284.82,0.261
"Apr 1, 1988",286.266,0.298
"May 1, 1988",289.952,0.302
"Jun 1, 1988",291.16,0.22
"Jul 1, 1988",292.57,0.136
"Aug 1, 1988",290.742,0.342
"Sep 1, 1988",289.761,0.325
"Oct 1, 1988",288.862,0.45
"Nov 1, 1988",283.544,0.118
"Dec 1, 1988",281.118,0.053
"Jan 1, 1989",282.649,0.091
"Feb 1, 1989",281.867,0.063
"Mar 1, 1989",282.953,0.187
"Apr 1, 1989",287.163,0.25
"May 1, 1989",288.544,0.429
"Jun 1, 1989",290.607,0.198
"Jul 1, 1989",291.127,0.306
"Aug 1, 1989",291.286,0.224
"Sep 1, 1989",290.145,0.608
"Oct 1, 1989",287.925,0.168
"Nov 1, 1989",284.537,0.097
"Dec 1, 1989",280.986,0.112
"Jan 1, 1990",281.159,0.193
"Feb 1, 1990",283.483,0.158
"Mar 1, 1990",283.827,0.191
"Apr 1, 1990",286.743,0.486
"May 1, 1990",289.257,0.204
"Jun 1, 1990",290.969,0.488
"Jul 1, 1990",291.649,0.098
"Aug 1, 1990",291.556,0.743
"Sep 1, 1990",290.16,0.553
"Oct 1, 1990",287.687,0.094
"Nov 1, 1990",285.592,0.054
"Dec 1, 1990",282.382,0.045
"Jan 1, 1991",281.288,0.132
"Feb 1, 1991",281.46,0.137
"Mar 1, 1991",286.232,0.147
"Apr 1, 1991",287.689,0.126
"May 1, 1991",289.553,0.229
"Jun 1, 1991",290.796,0.239
"Jul 1, 1991",291.892,0.18
"Aug 1, 1991",291.657,0.177
"Sep 1, 1991",290.415,0.359
"Oct 1, 1991",286.917,0.15
"Nov 1, 1991",284.148,0.097
"Dec 1, 1991",282.001,0.111
"Jan 1, 1992",279.698,0.115
"Feb 1, 1992",281.113,0.356
"Mar 1, 1992",285.15,0.214
"Apr 1, 1992",286.126,0.354
"May 1, 1992",287.706,0.329
"Jun 1, 1992",290.007,0.192
"Jul 1, 1992",291.159,0.157
"Aug 1, 1992",291.111,0.659
"Sep 1, 1992",290.531,0.431
"Oct 1, 1992",287.241,0.063
"Nov 1, 1992",284.354,0.059
"Dec 1, 1992",283.514,0.091
"Jan 1, 1993",280.011,0.155
"Feb 1, 1993",282.429,0.068
"Mar 1, 1993",283.955,0.295
"Apr 1, 1993",286.28,0.242
"May 1, 1993",288.86,0.245
"Jun 1, 1993",290.464,0.294
"Jul 1, 1993",291.562,0.097
"Aug 1, 1993",291.465,0.173
"Sep 1, 1993",290,0.144
"Oct 1, 1993",287.305,0.115
"Nov 1, 1993",286.358,0.121
"Dec 1, 1993",282.537,0.071
"Jan 1, 1994",281.769,0.143
"Feb 1, 1994",283.336,0.254
"Mar 1, 1994",283.296,0.193
"Apr 1, 1994",288.78,0.088
"May 1, 1994",289.747,0.255
"Jun 1, 1994",290.969,0.261
"Jul 1, 1994",291.827,0.45
"Aug 1, 1994",291.008,0.886
"Sep 1, 1994",289.447,0.339
"Oct 1, 1994",286.877,0.301
"Nov 1, 1994",285.615,0.022
"Dec 1, 1994",284.97,0.1
"Jan 1, 1995",280.714,0.152
"Feb 1, 1995",279.906,0.272
"Mar 1, 1995",283.246,0.232
"Apr 1, 1995",287.878,0.163
"May 1, 1995",288.49,0.184
"Jun 1, 1995",290.849,0.321
"Jul 1, 1995",290.828,0.315
"Aug 1, 1995",290.509,0.266
"Sep 1, 1995",290.016,0.282
"Oct 1, 1995",288.852,0.115
"Nov 1, 1995",284.295,0.115
"Dec 1, 1995",280.675,0.057
"Jan 1, 1996",280.76,0.052
"Feb 1, 1996",280.673,0.114
"Mar 1, 1996",285.225,0.113
"Apr 1, 1996",284.432,0.296
"May 1, 1996",288.237,0.5
"Jun 1, 1996",290.875,0.097
"Jul 1, 1996",291.262,0.593
"Aug 1, 1996",290.532,0.302
"Sep 1, 1996",290.307,0.232
"Oct 1, 1996",288.217,0.256
"Nov 1, 1996",286.386,0.18
"Dec 1, 1996",281.198,0.071
"Jan 1, 1997",280.057,0.129
"Feb 1, 1997",281.762,0.269
"Mar 1, 1997",284.782,0.178
"Apr 1, 1997",286.701,0.149
"May 1, 1997",288.758,0.214
"Jun 1, 1997",289.313,0.379
"Jul 1, 1997",290.265,0.273
"Aug 1, 1997",290.68,0.787
"Sep 1, 1997",289.002,0.191
"Oct 1, 1997",287.679,0.119
"Nov 1, 1997",285.408,0.035
"Dec 1, 1997",283.122,0.111
"Jan 1, 1998",282.298,0.218
"Feb 1, 1998",282.933,0.357
"Mar 1, 1998",286.054,0.221
"Apr 1, 1998",287.654,0.222
"May 1, 1998",289.284,0.267
"Jun 1, 1998",290.435,0.353
"Jul 1, 1998",291.368,0.119
"Aug 1, 1998",291.327,0.37
"Sep 1, 1998",289.934,0.248
"Oct 1, 1998",288.819,0.66
"Nov 1, 1998",286.714,0.119
"Dec 1, 1998",283.952,0.133
"Jan 1, 1999",282.378,0.08
"Feb 1, 1999",281.424,0.075
"Mar 1, 1999",286.019,0.16
"Apr 1, 1999",287.394,0.14
"May 1, 1999",287.606,0.421
"Jun 1, 1999",290.418,0.19
"Jul 1, 1999",290.509,0.338
"Aug 1, 1999",290.134,0.274
"Sep 1, 1999",290.195,0.304
"Oct 1, 1999",288.348,0.123
"Nov 1, 1999",284.874,0.074
"Dec 1, 1999",281.332,0.163
"Jan 1, 2000",281.119,0.099
"Feb 1, 2000",281.969,0.367
"Mar 1, 2000",284.702,0.102
"Apr 1, 2000",287.05,0.355
"May 1, 2000",288.837,0.22
"Jun 1, 2000",290.344,0.326
"Jul 1, 2000",291.041,0.323
"Aug 1, 2000",290.233,0.587
"Sep 1, 2000",289.649,0.265
"Oct 1, 2000",289.096,0.425
"Nov 1, 2000",286.808,0.141
"Dec 1, 2000",283.9,0.117
"Jan 1, 2001",281.982,0.249
"Feb 1, 2001",283.338,0.056
"Mar 1, 2001",284.688,0.173
"Apr 1, 2001",287.067,0.233
"May 1, 2001",289.298,0.3
"Jun 1, 2001",290.511,0.182
"Jul 1, 2001",291.278,0.523
"Aug 1, 2001",291.608,0.137
"Sep 1, 2001",289.818,0.875
"Oct 1, 2001",288.676,0.141
"Nov 1, 2001",283.975,0.07
"Dec 1, 2001",282.692,0.07
"Jan 1, 2002",280.989,0.18
"Feb 1, 2002",282.049,0.061
"Mar 1, 2002",285.454,0.093
"Apr 1, 2002",288.565,0.053
"May 1, 2002",289.675,0.161
"Jun 1, 2002",290.867,0.132
"Jul 1, 2002",291.597,0.526
"Aug 1, 2002",291.452,0.232
"Sep 1, 2002",289.891,0.193
"Oct 1, 2002",288.035,0.159
"Nov 1, 2002",284.686,0.082
"Dec 1, 2002",282.802,0.154
"Jan 1, 2003",280.056,0.092
"Feb 1, 2003",283.041,0.05
"Mar 1, 2003",284.069,0.144
"Apr 1, 2003",288.117,0.173
"May 1, 2003",289.697,0.215
"Jun 1, 2003",290.42,0.263
"Jul 1, 2003",291.894,0.204
"Aug 1, 2003",291.491,0.346
"Sep 1, 2003",290.783,0.26
"Oct 1, 2003",287.201,0.131
"Nov 1, 2003",286.583,0.109
"Dec 1, 2003",281.541,0.036
"Jan 1, 2004",280.049,0.135
"Feb 1, 2004",282.074,0.182
"Mar 1, 2004",284.215,0.209
"Apr 1, 2004",287.217,0.158
"May 1, 2004",289.733,0.296
"Jun 1, 2004",290.893,0.181
"Jul 1, 2004",291.033,0.876
"Aug 1, 2004",291.499,0.851
"Sep 1, 2004",290.08,0.321
"Oct 1, 2004",286.521,0.166
"Nov 1, 2004",285.878,0.023
"Dec 1, 2004",282.807,0.202
"Jan 1, 2005",280.658,0.085
"Feb 1, 2005",282.724,0.245
"Mar 1, 2005",282.786,0.314
"Apr 1, 2005",287.205,0.147
"May 1, 2005",289.771,0.328
"Jun 1, 2005",290.657,0.365
"Jul 1, 2005",291.908,0.629
"Aug 1, 2005",291.338,0.864
"Sep 1, 2005",291.362,0.286
"Oct 1, 2005",288.539,0.273
"Nov 1, 2005",286.587,0.083
"Dec 1, 2005",281.316,0.109
"Jan 1, 2006",282.729,0.103
"Feb 1, 2006",283.507,0.096
"Mar 1, 2006",284.047,0.256
"Apr 1, 2006",287.826,0.311
"May 1, 2006",289.345,0.354
"Jun 1, 2006",290.397,0.611
"Jul 1, 2006",292.086,0.56
"Aug 1, 2006",291.612,0.28
"Sep 1, 2006",290.243,0.405
"Oct 1, 2006",289.209,0.047
"Nov 1, 2006",286.392,0.168
"Dec 1, 2006",282.599,0.147
"Jan 1, 2007",281.978,0.135
"Feb 1, 2007",282.88,0.076
"Mar 1, 2007",285.298,0.17
"Apr 1, 2007",286.358,0.248
"May 1, 2007",289.359,0.192
"Jun 1, 2007",290.473,0.408
"Jul 1, 2007",292.214,0.142
"Aug 1, 2007",290.691,0.685
"Sep 1, 2007",290.794,0.485
"Oct 1, 2007",288.894,0.513
"Nov 1, 2007",285.334,0.193
"Dec 1, 2007",283.629,0.064
"Jan 1, 2008",283.431,0.112
"Feb 1, 2008",280.036,0.189
"Mar 1, 2008",283.56,0.155
"Apr 1, 2008",287.892,0.143
"May 1, 2008",288.999,0.193
"Jun 1, 2008",290.327,0.279
"Jul 1, 2008",291.445,0.679
"Aug 1, 2008",291.432,0.178
"Sep 1, 2008",290.542,1.279
"Oct 1, 2008",290.125,0.111
"Nov 1, 2008",285.549,0.104
"Dec 1, 2008",282.075,0.065
"Jan 1, 2009",279.882,0.048
"Feb 1, 2009",285.948,0.031
"Mar 1, 2009",285.779,0.203
"Apr 1, 2009",286.28,0.259
"May 1, 2009",288.758,0.096
"Jun 1, 2009",290.837,0.199
"Jul 1, 2009",292.052,0.174
"Aug 1, 2009",292.108,0.707
"Sep 1, 2009",291.945,0.213
"Oct 1, 2009",289.117,0.194
"Nov 1, 2009",285.923,0.097
"Dec 1, 2009",281.572,0.147
"Jan 1, 2010",281.775,0.132
"Feb 1, 2010",283.196,0.251
"Mar 1, 2010",285.395,0.079
"Apr 1, 2010",286.798,0.215
"May 1, 2010",289.605,0.201
"Jun 1, 2010",290.246,0.238
"Jul 1, 2010",291.651,0.358
"Aug 1, 2010",291.768,0.236
"Sep 1, 2010",290.922,0.356
"Oct 1, 2010",288.48,0.326
"Nov 1, 2010",285.171,0.113
"Dec 1, 2010",281.943,0.125
"Jan 1, 2011",279.257,0.131
"Feb 1, 2011",281.606,0.103
"Mar 1, 2011",282.665,0.176
"Apr 1, 2011",286.089,0.107
"May 1, 2011",289.347,0.401
"Jun 1, 2011",291.368,0.201
"Jul 1, 2011",291.538,0.414
"Aug 1, 2011",291.377,0.332
"Sep 1, 2011",290.586,0.117
"Oct 1, 2011",288.612,0.305
"Nov 1, 2011",287.07,0.322
"Dec 1, 2011",282.186,0.159
"Jan 1, 2012",281.642,0.141
"Feb 1, 2012",282.927,0.216
"Mar 1, 2012",285.356,0.107
"Apr 1, 2012",287.753,0.214
"May 1, 2012",289.921,0.362
"Jun 1, 2012",291.241,0.577
"Jul 1, 2012",292.187,0.252
"Aug 1, 2012",291.262,0.735
"Sep 1, 2012",290.17,0.191
"Oct 1, 2012",287.895,0.059
"Nov 1, 2012",285.965,0.2
"Dec 1, 2012",282.498,0.238
"Jan 1, 2013",281.418,0.093
"Feb 1, 2013",285.287,0.055
"Mar 1, 2013",285.894,0.1
"Apr 1, 2013",286.644,0.355
"May 1, 2013",289.407,0.323
"Jun 1, 2013",291.294,0.227
"Jul 1, 2013",290.884,0.763
"Aug 1, 2013",291.38,0.701
"Sep 1, 2013",290.988,0.255
"Oct 1, 2013",287.966,0.098
"Nov 1, 2013",285.527,0.119
"Dec 1, 2013",281.208,0.191
"Jan 1, 2014",280.319,0.041
"Feb 1, 2014",281.565,0.243
"Mar 1, 2014",284.659,0.154
"Apr 1, 2014",287.589,0.162
"May 1, 2014",288.847,0.374
"Jun 1, 2014",291.293,0.268
"Jul 1, 2014",292.696,0.331
"Aug 1, 2014",291.473,0.23
"Sep 1, 2014",291.39,0.212
"Oct 1, 2014",288.246,0.054
"Nov 1, 2014",285.793,0.085
"Dec 1, 2014",281.36,0.165
"Jan 1, 2015",281.333,0.055
"Feb 1, 2015",281.545,0.09
"Mar 1, 2015",284.821,0.191
"Apr 1, 2015",287.285,0.135
"May 1, 2015",289.375,0.418
"Jun 1, 2015",291.655,0.059
"Jul 1, 2015",291.289,0.252
"Aug 1, 2015",290.526,0.638
"Sep 1, 2015",290.211,0.439
"Oct 1, 2015",288.751,0.107
"Nov 1, 2015",287.148,0.093
"Dec 1, 2015",283.951,0.112
"Jan 1, 2016",281.228,0.33
"Feb 1, 2016",280.887,0.147
"Mar 1, 2016",282.961,0.362
"Apr 1, 2016",287.997,0.187
"May 1, 2016",289.993,0.164
"Jun 1, 2016",291.037,0.233
"Jul 1, 2016",291.663,0.348
"Aug 1, 2016",291.39,0.34
"Sep 1, 2016",290.53,0.7
"Oct 1, 2016",290.43,0.312
"Nov 1, 2016",286.45,0.175
"Dec 1, 2016",284.07,0.074
"Jan 1, 2017",283.026,0.084
"Feb 1, 2017",281.93,0.109
"Mar 1, 2017",284.263,0.235
"Apr 1, 2017",286.712,0.272
"May 1, 2017",289.217,0.233
"Jun 1, 2017",290.718,0.412
"Jul 1, 2017",291.546,0.396
"Aug 1, 2017",292.295,0.153
"Sep 1, 2017",291.373,0.268
"Oct 1, 2017",288.848,0.186
"Nov 1, 2017",286.739,0.195
"Dec 1, 2017",282.211,0.069
"Jan 1, 2018",281.923,0.287
"Feb 1, 2018",280.71,0.186
"Mar 1, 2018",284.136,0.111
"Apr 1, 2018",287.187,0.138
"May 1, 2018",290.492,0.104
"Jun 1, 2018",290.959,0.351
"Jul 1, 2018",291.243,0.245
"Aug 1, 2018",290.773,0.454
"Sep 1, 2018",290.844,0.246
"Oct 1, 2018",287.302,0.159
"Nov 1, 2018",286.347,0.072
"Dec 1, 2018",284.636,0.058
"Jan 1, 2019",283.279,0.099
"Feb 1, 2019",285.066,0.084
"Mar 1, 2019",284.932,0.333
"Apr 1, 2019",288.166,0.172
"May 1, 2019",288.882,0.387
"Jun 1, 2019",290.863,0.348
"Jul 1, 2019",291.862,0.223
"Aug 1, 2019",291.861,0.525
"Sep 1, 2019",290.638,0.26
"Oct 1, 2019",288.638,0.11
"Nov 1, 2019",286.141,0.032
"Dec 1, 2019",283.599,0.189
"Jan 1, 2020",282.672,0.075
"Feb 1, 2020",283.374,0.072
"Mar 1, 2020",285.851,0.167
"Apr 1, 2020",285.686,0.203
"May 1, 2020",289.977,0.343
"Jun 1, 2020",291.808,0.079
