system:time_start,mean_2m_air_temperature,total_precipitation
"Aug 22, 2015",295.123,0.007
"Aug 23, 2015",292.898,0.046
"Aug 24, 2015",293.634,0.004
"Aug 25, 2015",293.036,0.005
"Aug 26, 2015",291.661,0.026
"Aug 27, 2015",290.517,0.015
"Aug 28, 2015",290.526,0.02
"Aug 29, 2015",290.21,0.047
"Aug 30, 2015",289.914,0.019
"Aug 31, 2015",290.291,0.012
"Sep 1, 2015",291.479,0.01
"Sep 2, 2015",291.83,0.012
"Sep 3, 2015",292.601,0.019
"Sep 4, 2015",292.381,0.007
"Sep 5, 2015",293.012,0.009
"Sep 6, 2015",293.801,0.002
"Sep 7, 2015",290.38,0.013
"Sep 8, 2015",291.833,0.008
"Sep 9, 2015",291.17,0.003
"Sep 10, 2015",291.087,0
"Sep 11, 2015",291.726,0
"Sep 12, 2015",291.495,0.002
"Sep 13, 2015",291.2,0.002
"Sep 14, 2015",292.964,0
"Sep 15, 2015",292.437,0.012
"Sep 16, 2015",291.825,0.005
"Sep 17, 2015",291.397,0.002
"Sep 18, 2015",291.274,0
"Sep 19, 2015",292.169,0
"Sep 20, 2015",291.452,0.004
"Sep 21, 2015",291.508,0.017
"Sep 22, 2015",292.299,0.003
"Sep 23, 2015",292.923,0.003
"Sep 24, 2015",292.389,0.003
"Sep 25, 2015",292.761,0.003
"Sep 26, 2015",291.634,0.003
"Sep 27, 2015",291.191,0.032
"Sep 28, 2015",292.003,0.207
"Sep 29, 2015",292.821,0.027
"Sep 30, 2015",293.099,0.011
"Oct 1, 2015",293.311,0.005
"Oct 2, 2015",292.374,0.003
"Oct 3, 2015",292.908,0.013
"Oct 4, 2015",293.095,0.003
"Oct 5, 2015",293.159,0.004
"Oct 6, 2015",292.811,0.002
"Oct 7, 2015",291.568,0.002
"Oct 8, 2015",290.83,0.005
"Oct 9, 2015",289.25,0.008
"Oct 10, 2015",288.943,0.009
"Oct 11, 2015",286.807,0.005
"Oct 12, 2015",288.324,0.001
"Oct 13, 2015",288.251,0
"Oct 14, 2015",288.858,0
"Oct 15, 2015",289.099,0
"Oct 16, 2015",289.677,0
"Oct 17, 2015",289.48,0
"Oct 18, 2015",291.023,0.001
"Oct 19, 2015",291.974,0.002
"Oct 20, 2015",290.043,0.013
"Oct 21, 2015",289.158,0.007
"Oct 22, 2015",289.99,0.001
"Oct 23, 2015",290.941,0.003
"Oct 24, 2015",291.506,0.003
"Oct 25, 2015",291.85,0.001
"Oct 26, 2015",291.21,0.002
"Oct 27, 2015",291.29,0.001
"Oct 28, 2015",290.445,0.002
"Oct 29, 2015",290.373,0.003
"Oct 30, 2015",290.433,0.007
"Oct 31, 2015",288.818,0.003
"Nov 1, 2015",288.559,0.006
"Nov 2, 2015",287.654,0.002
"Nov 3, 2015",289.854,0.006
"Nov 4, 2015",289.949,0.016
"Nov 5, 2015",291.315,0.002
"Nov 6, 2015",291.862,0
"Nov 7, 2015",292.051,0.002
"Nov 8, 2015",291.764,0.005
"Nov 9, 2015",290.137,0.004
"Nov 10, 2015",288.268,0.001
"Nov 11, 2015",288.833,0.001
"Nov 12, 2015",290.149,0.001
"Nov 13, 2015",290.339,0.011
"Nov 14, 2015",288.798,0.004
"Nov 15, 2015",290.063,0.001
"Nov 16, 2015",290.51,0.001
"Nov 17, 2015",291.35,0
"Nov 18, 2015",291.78,0.002
"Nov 19, 2015",290.195,0.001
"Nov 20, 2015",290.683,0.011
"Nov 21, 2015",289.049,0.013
"Nov 22, 2015",289,0.004
"Nov 23, 2015",289.686,0.001
"Nov 24, 2015",288.362,0.001
"Nov 25, 2015",284.973,0.008
"Nov 26, 2015",280.455,0
"Nov 27, 2015",282.66,0
"Nov 28, 2015",285.96,0
"Nov 29, 2015",286.861,0.001
"Nov 30, 2015",286.503,0.002
"Dec 1, 2015",286.908,0.001
"Dec 2, 2015",287.603,0.003
"Dec 3, 2015",284.475,0.002
"Dec 4, 2015",284.24,0.001
"Dec 5, 2015",287.273,0.003
"Dec 6, 2015",285,0.005
"Dec 7, 2015",285.083,0.003
"Dec 8, 2015",286.423,0.001
"Dec 9, 2015",287.552,0.027
"Dec 10, 2015",285.283,0.008
"Dec 11, 2015",284.918,0.002
"Dec 12, 2015",285.26,0.001
"Dec 13, 2015",286.961,0.001
"Dec 14, 2015",287.118,0.001
"Dec 15, 2015",283.719,0.001
"Dec 16, 2015",278.886,0.001
"Dec 17, 2015",277.583,0
"Dec 18, 2015",280.517,0
"Dec 19, 2015",283.606,0
"Dec 20, 2015",285.721,0.001
"Dec 21, 2015",287.736,0.001
"Dec 22, 2015",289.691,0
"Dec 23, 2015",289.837,0
"Dec 24, 2015",288.462,0.001
"Dec 25, 2015",284.574,0.002
"Dec 26, 2015",285.675,0
"Dec 27, 2015",283.747,0.005
"Dec 28, 2015",282.274,0.001
"Dec 29, 2015",282.752,0.001
"Dec 30, 2015",283.006,0.003
"Dec 31, 2015",282.504,0.001
"Jan 1, 2016",285.142,0
"Jan 2, 2016",286.229,0.013
"Jan 3, 2016",286.976,0.009
"Jan 4, 2016",288.087,0.007
"Jan 5, 2016",287.434,0.002
"Jan 6, 2016",284.623,0.01
"Jan 7, 2016",283.42,0.003
"Jan 8, 2016",282.262,0.002
"Jan 9, 2016",282.861,0
"Jan 10, 2016",284.929,0.001
"Jan 11, 2016",283.005,0.02
"Jan 12, 2016",282.371,0.004
"Jan 13, 2016",280.685,0.004
"Jan 14, 2016",281.214,0.005
"Jan 15, 2016",281.133,0.012
"Jan 16, 2016",284.871,0.003
"Jan 17, 2016",282.846,0.015
"Jan 18, 2016",281.041,0.001
"Jan 19, 2016",280.898,0.004
"Jan 20, 2016",282.991,0.002
"Jan 21, 2016",283.743,0.004
"Jan 22, 2016",282.299,0.029
"Jan 23, 2016",272.223,0.033
"Jan 24, 2016",267.99,0.008
"Jan 25, 2016",272.788,0
"Jan 26, 2016",280.034,0.004
"Jan 27, 2016",282.968,0.009
"Jan 28, 2016",284.902,0.011
"Jan 29, 2016",284.608,0.037
"Jan 30, 2016",283.187,0.002
"Jan 31, 2016",285.282,0.002
"Feb 1, 2016",280.36,0.008
"Feb 2, 2016",279.929,0.004
"Feb 3, 2016",281.323,0.001
"Feb 4, 2016",283.236,0.003
"Feb 5, 2016",279.299,0.002
"Feb 6, 2016",274.349,0
"Feb 7, 2016",275.908,0
"Feb 8, 2016",278.654,0
"Feb 9, 2016",282.583,0
"Feb 10, 2016",285.005,0
"Feb 11, 2016",286.041,0.004
"Feb 12, 2016",287.369,0.002
"Feb 13, 2016",287.72,0.001
"Feb 14, 2016",282.63,0.004
"Feb 15, 2016",278.189,0.004
"Feb 16, 2016",278.673,0.007
"Feb 17, 2016",279.959,0.006
"Feb 18, 2016",282.994,0.002
"Feb 19, 2016",283.128,0.002
"Feb 20, 2016",279.443,0.005
"Feb 21, 2016",283.591,0
"Feb 22, 2016",285.646,0.001
"Feb 23, 2016",282.686,0.006
"Feb 24, 2016",279.869,0.003
"Feb 25, 2016",280.879,0.002
"Feb 26, 2016",281.876,0.001
"Feb 27, 2016",282.296,0.001
"Feb 28, 2016",284.18,0.001
"Feb 29, 2016",280.392,0.001
"Mar 1, 2016",281.588,0
"Mar 2, 2016",283.63,0
"Mar 3, 2016",285.112,0
"Mar 4, 2016",286.723,0
"Mar 5, 2016",287.814,0.001
"Mar 6, 2016",287.114,0.002
"Mar 7, 2016",287.817,0.002
"Mar 8, 2016",288.499,0.005
"Mar 9, 2016",284.47,0.029
"Mar 10, 2016",278.58,0.039
"Mar 11, 2016",279.152,0.015
"Mar 12, 2016",282.777,0.006
"Mar 13, 2016",285.233,0.032
"Mar 14, 2016",281.282,0.005
"Mar 15, 2016",281.819,0.014
"Mar 16, 2016",284.746,0.002
"Mar 17, 2016",288.37,0.006
"Mar 18, 2016",288.87,0.023
"Mar 19, 2016",288.514,0.005
"Mar 20, 2016",286.484,0.022
"Mar 21, 2016",285.339,0.02
"Mar 22, 2016",286.026,0.014
"Mar 23, 2016",284.267,0.021
"Mar 24, 2016",279.296,0.017
"Mar 25, 2016",276.974,0.01
"Mar 26, 2016",279.494,0
"Mar 27, 2016",276.835,0.003
"Mar 28, 2016",281.305,0
"Mar 29, 2016",285.299,0
"Mar 30, 2016",287.178,0.001
"Mar 31, 2016",288.533,0.002
"Apr 1, 2016",288.573,0.001
"Apr 2, 2016",290.319,0
"Apr 3, 2016",290.799,0.003
"Apr 4, 2016",290.148,0.001
"Apr 5, 2016",289.886,0.003
"Apr 6, 2016",291.169,0.002
"Apr 7, 2016",291.262,0.004
"Apr 8, 2016",290.5,0.001
"Apr 9, 2016",290.756,0.003
"Apr 10, 2016",288.753,0.014
"Apr 11, 2016",287.403,0.009
"Apr 12, 2016",289.988,0.004
"Apr 13, 2016",289.286,0.055
"Apr 14, 2016",289.709,0.021
"Apr 15, 2016",289.864,0.014
"Apr 16, 2016",292.527,0.001
"Apr 17, 2016",291.211,0.001
"Apr 18, 2016",288.276,0.009
"Apr 19, 2016",290.848,0
"Apr 20, 2016",291.283,0.006
"Apr 21, 2016",292.648,0.002
"Apr 22, 2016",290.634,0.01
"Apr 23, 2016",290.922,0.008
"Apr 24, 2016",289.409,0.005
"Apr 25, 2016",290.23,0.011
"Apr 26, 2016",290.73,0.016
"Apr 27, 2016",291.23,0.005
"Apr 28, 2016",287.51,0.021
"Apr 29, 2016",287.46,0
"Apr 30, 2016",287.599,0.014
"May 1, 2016",288.262,0.011
"May 2, 2016",291.832,0.006
"May 3, 2016",293.033,0.002
"May 4, 2016",292.281,0.014
"May 5, 2016",291.851,0.007
"May 6, 2016",293.03,0.004
"May 7, 2016",292.397,0.003
"May 8, 2016",292.055,0.004
"May 9, 2016",291.98,0.007
"May 10, 2016",291.142,0.012
"May 11, 2016",290.292,0.002
"May 12, 2016",291.849,0.006
"May 13, 2016",292.897,0.008
"May 14, 2016",292.616,0.019
"May 15, 2016",291.431,0.027
"May 16, 2016",288.314,0.006
"May 17, 2016",288.917,0.007
"May 18, 2016",289.856,0.01
"May 19, 2016",291.132,0.002
"May 20, 2016",291.855,0.009
"May 21, 2016",290.669,0.02
"May 22, 2016",291.717,0.006
"May 23, 2016",292.284,0.016
"May 24, 2016",292.037,0.006
"May 25, 2016",292.324,0.004
"May 26, 2016",293.319,0.006
"May 27, 2016",293.259,0.011
"May 28, 2016",295.106,0.004
"May 29, 2016",294.969,0.003
"May 30, 2016",294.158,0.007
"May 31, 2016",294.523,0.003
"Jun 1, 2016",295.379,0.001
"Jun 2, 2016",293.259,0.005
"Jun 3, 2016",294.875,0.001
"Jun 4, 2016",295.024,0.003
"Jun 5, 2016",291.774,0.012
"Jun 6, 2016",291.379,0.01
"Jun 7, 2016",292.381,0.008
"Jun 8, 2016",292.753,0.014
"Jun 9, 2016",292.522,0.025
"Jun 10, 2016",291.52,0.026
"Jun 11, 2016",291.209,0.019
"Jun 12, 2016",292.603,0.037
"Jun 13, 2016",292.452,0.011
"Jun 14, 2016",291.94,0.005
"Jun 15, 2016",295.001,0.005
"Jun 16, 2016",294.547,0.002
"Jun 17, 2016",293.364,0.004
"Jun 18, 2016",292.428,0.009
"Jun 19, 2016",293.308,0.008
"Jun 20, 2016",293.302,0.019
"Jun 21, 2016",293.329,0.005
"Jun 22, 2016",294.499,0.006
"Jun 23, 2016",294.164,0.014
"Jun 24, 2016",293.99,0.014
"Jun 25, 2016",294.375,0.011
"Jun 26, 2016",293.312,0.009
"Jun 27, 2016",294.334,0.01
"Jun 28, 2016",293.589,0.023
"Jun 29, 2016",293.317,0.014
"Jun 30, 2016",292.97,0.007
"Jul 1, 2016",293.862,0.007
"Jul 2, 2016",293.489,0.015
"Jul 3, 2016",292.939,0.005
"Jul 4, 2016",293.723,0.02
"Jul 5, 2016",295.033,0.008
"Jul 6, 2016",295.2,0.003
"Jul 7, 2016",294.791,0.031
"Jul 8, 2016",293.733,0.024
"Jul 9, 2016",293.604,0.059
"Jul 10, 2016",292.748,0.055
"Jul 11, 2016",292.844,0.047
"Jul 12, 2016",293.383,0.038
"Jul 13, 2016",294.665,0.016
"Jul 14, 2016",294.816,0.004
"Jul 15, 2016",295.565,0.001
"Jul 16, 2016",295.128,0.003
"Jul 17, 2016",293.38,0.008
"Jul 18, 2016",291.954,0.011
"Jul 19, 2016",292.553,0.025
"Jul 20, 2016",293.154,0.014
"Jul 21, 2016",294.2,0.004
"Jul 22, 2016",293.936,0.004
"Jul 23, 2016",294.337,0.008
"Jul 24, 2016",293.973,0.004
"Jul 25, 2016",294.584,0.002
"Jul 26, 2016",293.86,0.006
"Jul 27, 2016",294.085,0.001
"Jul 28, 2016",294.202,0.001
"Jul 29, 2016",293.699,0.003
"Jul 30, 2016",294.017,0.001
"Jul 31, 2016",295.516,0.001
"Aug 1, 2016",294.9,0.009
"Aug 2, 2016",292.921,0.036
"Aug 3, 2016",292.922,0.031
"Aug 4, 2016",293.583,0.006
"Aug 5, 2016",293.436,0.008
"Aug 6, 2016",293.441,0.003
"Aug 7, 2016",293.683,0.004
"Aug 8, 2016",293.657,0.002
"Aug 9, 2016",293.003,0.006
"Aug 10, 2016",294.514,0.02
"Aug 11, 2016",293.176,0.029
"Aug 12, 2016",293.031,0.043
"Aug 13, 2016",292.379,0.014
"Aug 14, 2016",294.362,0.004
"Aug 15, 2016",294.478,0.003
"Aug 16, 2016",293.286,0.008
"Aug 17, 2016",292.67,0.013
"Aug 18, 2016",292.856,0.015
"Aug 19, 2016",292.206,0.006
"Aug 20, 2016",293.199,0.009
"Aug 21, 2016",293.595,0.003
"Aug 22, 2016",294.421,0.001
"Aug 23, 2016",294.825,0.001
"Aug 24, 2016",294.712,0.001
"Aug 25, 2016",294.19,0
"Aug 26, 2016",294.346,0.001
"Aug 27, 2016",294.03,0.015
"Aug 28, 2016",291.42,0.014
"Aug 29, 2016",291.591,0.004
"Aug 30, 2016",292.071,0.001
"Aug 31, 2016",292.078,0.001
"Sep 1, 2016",293.216,0.002
"Sep 2, 2016",292.895,0.023
"Sep 3, 2016",292.519,0.011
"Sep 4, 2016",293.648,0.007
"Sep 5, 2016",293.746,0.047
"Sep 6, 2016",291.673,0.053
"Sep 7, 2016",291.699,0.02
"Sep 8, 2016",291.853,0.007
"Sep 9, 2016",292.317,0.012
"Sep 10, 2016",291.653,0.003
"Sep 11, 2016",293.144,0.008
"Sep 12, 2016",292.716,0.003
"Sep 13, 2016",293.835,0.029
"Sep 14, 2016",291.869,0.053
"Sep 15, 2016",291.443,0.015
"Sep 16, 2016",293.779,0.031
"Sep 17, 2016",291.448,0.057
"Sep 18, 2016",291.751,0.009
"Sep 19, 2016",290.84,0.003
"Sep 20, 2016",291.011,0.003
"Sep 21, 2016",292.006,0.002
"Sep 22, 2016",292.107,0.002
"Sep 23, 2016",292.236,0
"Sep 24, 2016",293.104,0
"Sep 25, 2016",293.385,0
"Sep 26, 2016",293.798,0.076
"Sep 27, 2016",291.926,0.214
"Sep 28, 2016",292.512,0.012
"Sep 29, 2016",292.434,0.046
"Sep 30, 2016",292.374,0.021
"Oct 1, 2016",292.529,0.005
"Oct 2, 2016",292.967,0.002
"Oct 3, 2016",292.776,0
"Oct 4, 2016",292.964,0.001
"Oct 5, 2016",293.974,0.004
"Oct 6, 2016",293.269,0.011
"Oct 7, 2016",291.786,0.076
"Oct 8, 2016",291.257,0.077
"Oct 9, 2016",289.404,0.07
"Oct 10, 2016",290.028,0.021
"Oct 11, 2016",291.61,0.011
"Oct 12, 2016",291.22,0.014
"Oct 13, 2016",291.258,0.006
"Oct 14, 2016",292.388,0.002
"Oct 15, 2016",293.277,0
"Oct 16, 2016",293.195,0.001
"Oct 17, 2016",294.145,0
"Oct 18, 2016",293.25,0.002
"Oct 19, 2016",294.469,0
"Oct 20, 2016",295.112,0.002
"Oct 21, 2016",293.522,0.017
"Oct 22, 2016",292.627,0.009
"Oct 23, 2016",292.428,0.006
"Oct 24, 2016",291.976,0.006
"Oct 25, 2016",292.667,0.001
"Oct 26, 2016",293.432,0.001
"Oct 27, 2016",292.722,0.002
"Oct 28, 2016",293.009,0.003
"Oct 29, 2016",290.163,0.005
"Oct 30, 2016",289.498,0
"Oct 31, 2016",290.456,0.002
"Nov 1, 2016",287.09,0.004
"Nov 2, 2016",286.345,0.001
"Nov 3, 2016",287.217,0.001
"Nov 4, 2016",287.736,0.001
"Nov 5, 2016",288.252,0
"Nov 6, 2016",290.233,0.001
"Nov 7, 2016",289.03,0.003
"Nov 8, 2016",287.272,0.004
"Nov 9, 2016",286.134,0.001
"Nov 10, 2016",285.621,0.003
"Nov 11, 2016",288.213,0
"Nov 12, 2016",289.619,0.002
"Nov 13, 2016",290.858,0
"Nov 14, 2016",291.36,0
"Nov 15, 2016",290.654,0.001
"Nov 16, 2016",290.45,0
"Nov 17, 2016",289.935,0
"Nov 18, 2016",290.372,0.003
"Nov 19, 2016",290.56,0.008
"Nov 20, 2016",289.81,0.008
"Nov 21, 2016",288.446,0.018
"Nov 22, 2016",288.047,0.031
"Nov 23, 2016",284.907,0.024
"Nov 24, 2016",285.326,0.003
"Nov 25, 2016",288.868,0.001
"Nov 26, 2016",287.872,0.02
"Nov 27, 2016",283.753,0.014
"Nov 28, 2016",283.941,0
"Nov 29, 2016",287.105,0
"Nov 30, 2016",287.125,0.004
"Dec 1, 2016",285.473,0.002
"Dec 2, 2016",286.619,0.001
"Dec 3, 2016",288.072,0
"Dec 4, 2016",289.061,0.001
"Dec 5, 2016",288.056,0.002
"Dec 6, 2016",285.103,0
"Dec 7, 2016",287.13,0.001
"Dec 8, 2016",286.882,0.001
"Dec 9, 2016",286.485,0.001
"Dec 10, 2016",287.02,0.003
"Dec 11, 2016",286.355,0.001
"Dec 12, 2016",286.234,0.001
"Dec 13, 2016",286.713,0
"Dec 14, 2016",283.311,0.003
"Dec 15, 2016",279.697,0.003
"Dec 16, 2016",278.178,0.002
"Dec 17, 2016",282.457,0
"Dec 18, 2016",284.697,0
"Dec 19, 2016",286.845,0
"Dec 20, 2016",289.635,0.001
"Dec 21, 2016",289.454,0.006
"Dec 22, 2016",286.726,0.008
"Dec 23, 2016",284.579,0.001
"Dec 24, 2016",286.857,0
"Dec 25, 2016",287.062,0
"Dec 26, 2016",287.36,0.002
"Dec 27, 2016",280.874,0.002
"Dec 28, 2016",281.143,0.005
"Dec 29, 2016",281.143,0
"Dec 30, 2016",284.575,0
"Dec 31, 2016",286.086,0
"Jan 1, 2017",287.448,0
"Jan 2, 2017",287.605,0
"Jan 3, 2017",287.35,0
"Jan 4, 2017",288.359,0
"Jan 5, 2017",288.681,0
"Jan 6, 2017",288.312,0.001
"Jan 7, 2017",287.695,0.001
"Jan 8, 2017",286.773,0.002
"Jan 9, 2017",284.694,0
"Jan 10, 2017",284.859,0
"Jan 11, 2017",286.126,0
"Jan 12, 2017",285.903,0.003
"Jan 13, 2017",282.722,0.005
"Jan 14, 2017",281.702,0.004
"Jan 15, 2017",281.108,0.003
"Jan 16, 2017",281.808,0.001
"Jan 17, 2017",284.577,0
"Jan 18, 2017",285.466,0
"Jan 19, 2017",285.475,0.003
"Jan 20, 2017",279.983,0.001
"Jan 21, 2017",280.206,0.001
"Jan 22, 2017",280.844,0
"Jan 23, 2017",280.584,0.002
